,Date,Volume,Price,Price_1d,Price_2d,Price_3d,Nasdaq,Nasdaq_1d,Nasdaq_2d,Nasdaq_3d,compound,positive,negative,neutral
184,2020-09-24,96561100,387.790009,380.359985,424.2300110000001,449.39001500000006,10672.269531,10632.990234,10963.639648,10778.799805,1.0,0.096,0.053,0.851
185,2020-09-25,67208500,407.339996,387.790009,380.359985,424.2300110000001,10913.55957,10672.269531,10632.990234,10963.639648,1.0,0.10300000000000001,0.047,0.85
186,2020-09-28,49719600,421.200012,407.339996,387.790009,380.359985,11117.530273,10913.55957,10672.269531,10632.990234,1.0,0.10400000000000001,0.046,0.851
187,2020-09-29,50219300,419.070007,421.200012,407.339996,387.790009,11085.25,11117.530273,10913.55957,10672.269531,1.0,0.10099999999999999,0.054000000000000006,0.845
202,2020-10-20,31656300,421.940002,430.829987,439.670013,448.880005,11516.490234,11478.879883,11671.55957,11713.870117,0.0,0.0,0.0,1.0
208,2020-10-28,25451400,406.019989,424.679993,420.279999,420.630005,11004.870117,11431.349609,11358.94043,11548.280273,-1.0,0.055,0.106,0.838
212,2020-11-03,34351700,423.89999400000005,400.51001,388.040009,410.829987,11160.570313,10957.610352,10911.589844,11185.589844,0.0,0.0,0.0,1.0
214,2020-11-05,28414500,438.089996,420.9800110000001,423.89999400000005,400.51001,11890.929688,11590.780273,11160.570313,10957.610352,0.0,0.0,0.0,1.0
215,2020-11-06,21706000,429.950012,438.089996,420.9800110000001,423.89999400000005,11895.230469,11890.929688,11590.780273,11160.570313,0.9394,0.136,0.045,0.8190000000000001
217,2020-11-10,30284200,410.359985,421.26001,429.950012,438.089996,11553.860352,11713.780273,11895.230469,11890.929688,0.9916,0.146,0.036000000000000004,0.8190000000000001
