,Date,neg_per
178,2020-06-27,0.22260869565217392
179,2020-06-28,0.1588785046728972
180,2020-06-29,0.2273342354533153
181,2020-06-30,0.2285012285012285
182,2020-07-01,0.17843583902809415
183,2020-07-02,0.1783783783783784
184,2020-07-03,0.21005917159763313
185,2020-07-04,0.22598870056497175
186,2020-07-05,0.2017167381974249
187,2020-07-06,0.20567375886524822
188,2020-07-07,0.1977077363896848
189,2020-07-08,0.18683651804670912
190,2020-07-09,0.18455743879472694
191,2020-07-10,0.17158671586715868
192,2020-07-11,0.20868744098205855
193,2020-07-12,0.2014218009478673
194,2020-07-13,0.2035448827901658
195,2020-07-14,0.2573623559539053
196,2020-07-15,0.22988505747126436
197,2020-07-16,0.22722400857449088
198,2020-07-17,0.21923076923076923
199,2020-07-18,0.2448377581120944
200,2020-07-19,0.20802377414561665
201,2020-07-20,0.22790697674418606
202,2020-07-21,0.21467098166127294
203,2020-07-22,0.19129438717067582
204,2020-07-23,0.19715224534501644
205,2020-07-24,0.2052505966587112
206,2020-07-25,0.28714107365792757
207,2020-07-26,0.2323943661971831
208,2020-07-27,0.2492046659597031
209,2020-07-28,0.2546448087431694
210,2020-07-29,0.23174971031286212
211,2020-07-30,0.2760989010989011
212,2020-07-31,0.2188782489740082
213,2020-08-01,0.2857142857142857
214,2020-08-02,0.21375186846038863
215,2020-08-03,0.2235294117647059
216,2020-08-04,0.206993006993007
217,2020-08-05,0.25718608169440244
218,2020-08-06,0.2445095168374817
219,2020-08-07,0.2570281124497992
220,2020-08-08,0.2309027777777778
221,2020-08-09,0.21580547112462006
222,2020-08-10,0.20179948586118251
223,2020-08-11,0.25662650602409637
224,2020-08-12,0.2938196555217832
225,2020-08-13,0.2493857493857494
226,2020-08-14,0.22289156626506024
227,2020-08-15,0.22065727699530516
228,2020-08-16,0.20775969962453067
229,2020-08-17,0.21100917431192662
230,2020-08-18,0.207020702070207
231,2020-08-19,0.22174840085287847
232,2020-08-20,0.21672727272727274
233,2020-08-21,0.23295019157088123
234,2020-08-22,0.24489795918367346
235,2020-08-23,0.24126984126984127
236,2020-08-24,0.23117154811715482
237,2020-08-25,0.24363233665559247
238,2020-08-26,0.2605233219567691
239,2020-08-27,0.2479591836734694
240,2020-08-28,0.29964221824686943
241,2020-08-29,0.23543123543123542
242,2020-08-30,0.2528248587570621
243,2020-08-31,0.24593128390596744
244,2020-09-01,0.2454031117397454
245,2020-09-02,0.20670391061452514
246,2020-09-03,0.08535144713526285
247,2020-09-04,0.25566037735849056
248,2020-09-05,0.20747422680412372
249,2020-09-06,0.24758842443729903
250,2020-09-07,0.2311111111111111
251,2020-09-08,0.26184538653366585
252,2020-09-09,0.284251968503937
253,2020-09-10,0.2395644283121597
254,2020-09-11,0.22914669223394055
255,2020-09-12,0.21565934065934067
256,2020-09-13,0.24217462932454695
257,2020-09-14,0.21739130434782608
258,2020-09-15,0.26869158878504673
259,2020-09-16,0.2324455205811138
260,2020-09-17,0.28043478260869564
261,2020-09-18,0.2750809061488673
262,2020-09-19,0.2927272727272727
263,2020-09-20,0.27702702702702703
264,2020-09-21,0.25777414075286414
265,2020-09-22,0.2859135285913529
266,2020-09-23,0.29625509825732294
267,2020-09-24,0.2967509025270758
268,2020-09-25,0.23041044776119404
269,2020-09-26,0.2527932960893855
270,2020-09-27,0.288135593220339
271,2020-09-28,0.24233128834355827
272,2020-09-29,0.22233300099700898
273,2020-10-20,0.0
274,2020-10-28,0.0
275,2020-10-31,inf
276,2020-11-03,0.0
277,2020-11-05,0.0
278,2020-11-06,0.4
279,2020-11-07,0.0
280,2020-11-10,0.0
