,Date,Volume,Price,Price_1d,Price_2d,Price_3d,Nasdaq,Nasdaq_1d,Nasdaq_2d,Nasdaq_3d
164,2020-08-26,71197000,430.634003,404.667999,402.839996,409.996002,11665.05957,11466.469727,11379.719727,11311.799805
165,2020-08-27,118465000,447.75,430.634003,404.667999,402.839996,11625.339844,11665.05957,11466.469727,11379.719727
166,2020-08-28,100406000,442.67999299999997,447.75,430.634003,404.667999,11695.629883,11625.339844,11665.05957,11466.469727
167,2020-08-31,118374400,498.32000700000003,442.67999299999997,447.75,430.634003,11775.459961,11695.629883,11625.339844,11665.05957
168,2020-09-01,90119400,475.049988,498.32000700000003,442.67999299999997,447.75,11939.669922,11775.459961,11695.629883,11625.339844
169,2020-09-02,96176100,447.369995,475.049988,498.32000700000003,442.67999299999997,12056.44043,11939.669922,11775.459961,11695.629883
170,2020-09-03,87596100,407.0,447.369995,475.049988,498.32000700000003,11458.099609,12056.44043,11939.669922,11775.459961
171,2020-09-04,110321900,418.320007,407.0,447.369995,475.049988,11313.129883,11458.099609,12056.44043,11939.669922
172,2020-09-08,115465700,330.209991,418.320007,407.0,447.369995,10847.69043,11313.129883,11458.099609,12056.44043
173,2020-09-09,79465800,366.27999900000003,330.209991,418.320007,407.0,11141.55957,10847.69043,11313.129883,11458.099609
174,2020-09-10,84930600,371.339996,366.27999900000003,330.209991,418.320007,10919.589844,11141.55957,10847.69043,11313.129883
175,2020-09-11,60717500,372.72000099999997,371.339996,366.27999900000003,330.209991,10853.549805,10919.589844,11141.55957,10847.69043
176,2020-09-14,83020600,419.619995,372.72000099999997,371.339996,366.27999900000003,11056.650391,10853.549805,10919.589844,11141.55957
177,2020-09-15,97298200,449.76000999999997,419.619995,372.72000099999997,371.339996,11190.320313,11056.650391,10853.549805,10919.589844
178,2020-09-16,72279300,441.76000999999997,449.76000999999997,419.619995,372.72000099999997,11050.469727,11190.320313,11056.650391,10853.549805
179,2020-09-17,76779200,423.42999299999997,441.76000999999997,449.76000999999997,419.619995,10910.280273,11050.469727,11190.320313,11056.650391
180,2020-09-18,86406800,442.14999400000005,423.42999299999997,441.76000999999997,449.76000999999997,10793.280273,10910.280273,11050.469727,11190.320313
181,2020-09-21,109476800,449.39001500000006,442.14999400000005,423.42999299999997,441.76000999999997,10778.799805,10793.280273,10910.280273,11050.469727
182,2020-09-22,79580800,424.23001100000005,449.39001500000006,442.14999400000005,423.42999299999997,10963.639648,10778.799805,10793.280273,10910.280273
183,2020-09-23,95074200,380.359985,424.23001100000005,449.39001500000006,442.14999400000005,10632.990234,10963.639648,10778.799805,10793.280273
184,2020-09-24,96561100,387.790009,380.359985,424.23001100000005,449.39001500000006,10672.269531,10632.990234,10963.639648,10778.799805
185,2020-09-25,67208500,407.339996,387.790009,380.359985,424.23001100000005,10913.55957,10672.269531,10632.990234,10963.639648
186,2020-09-28,49719600,421.200012,407.339996,387.790009,380.359985,11117.530273,10913.55957,10672.269531,10632.990234
187,2020-09-29,50219300,419.070007,421.200012,407.339996,387.790009,11085.25,11117.530273,10913.55957,10672.269531
188,2020-09-30,48145600,429.01000999999997,419.070007,421.200012,407.339996,11167.509766,11085.25,11117.530273,10913.55957
189,2020-10-01,50741500,448.160004,429.01000999999997,419.070007,421.200012,11326.509766,11167.509766,11085.25,11117.530273
190,2020-10-02,71430000,415.089996,448.160004,429.01000999999997,419.070007,11075.019531,11326.509766,11167.509766,11085.25
191,2020-10-05,44722800,425.67999299999997,415.089996,448.160004,429.01000999999997,11332.490234,11075.019531,11326.509766,11167.509766
192,2020-10-06,49146300,413.980011,425.67999299999997,415.089996,448.160004,11154.599609,11332.490234,11075.019531,11326.509766
193,2020-10-07,43127700,425.299988,413.980011,425.67999299999997,415.089996,11364.599609,11154.599609,11332.490234,11075.019531
194,2020-10-08,40421100,425.920013,425.299988,413.980011,425.67999299999997,11420.980469,11364.599609,11154.599609,11332.490234
195,2020-10-09,28925700,434.0,425.920013,425.299988,413.980011,11579.94043,11420.980469,11364.599609,11154.599609
196,2020-10-12,38791100,442.299988,434.0,425.920013,425.299988,11876.259766,11579.94043,11420.980469,11364.599609
197,2020-10-13,34463700,446.64999400000005,442.299988,434.0,425.920013,11863.900391,11876.259766,11579.94043,11420.980469
198,2020-10-14,48045400,461.299988,446.64999400000005,442.299988,434.0,11768.730469,11863.900391,11876.259766,11579.94043
199,2020-10-15,35672400,448.880005,461.299988,446.64999400000005,442.299988,11713.870117,11768.730469,11863.900391,11876.259766
200,2020-10-16,32775900,439.670013,448.880005,461.299988,446.64999400000005,11671.55957,11713.870117,11768.730469,11863.900391
201,2020-10-19,36287800,430.829987,439.670013,448.880005,461.299988,11478.879883,11671.55957,11713.870117,11768.730469
202,2020-10-20,31656300,421.94000199999994,430.829987,439.670013,448.880005,11516.490234,11478.879883,11671.55957,11713.870117
203,2020-10-21,32370500,422.64001500000006,421.94000199999994,430.829987,439.670013,11484.69043,11516.490234,11478.879883,11671.55957
204,2020-10-22,39993200,425.790009,422.64001500000006,421.94000199999994,430.829987,11506.009766,11484.69043,11516.490234,11478.879883
205,2020-10-23,33717000,420.630005,425.790009,422.64001500000006,421.94000199999994,11548.280273,11506.009766,11484.69043,11516.490234
206,2020-10-26,28239200,420.27999900000003,420.630005,425.790009,422.64001500000006,11358.94043,11548.280273,11506.009766,11484.69043
207,2020-10-27,22686500,424.67999299999997,420.27999900000003,420.630005,425.790009,11431.349609,11358.94043,11548.280273,11506.009766
208,2020-10-28,25451400,406.019989,424.67999299999997,420.27999900000003,420.630005,11004.870117,11431.349609,11358.94043,11548.280273
209,2020-10-29,22655300,410.829987,406.019989,424.67999299999997,420.27999900000003,11185.589844,11004.870117,11431.349609,11358.94043
210,2020-10-30,42511300,388.040009,410.829987,406.019989,424.67999299999997,10911.589844,11185.589844,11004.870117,11431.349609
211,2020-11-02,29021100,400.51001,388.040009,410.829987,406.019989,10957.610352,10911.589844,11185.589844,11004.870117
212,2020-11-03,34351700,423.89999400000005,400.51001,388.040009,410.829987,11160.570313,10957.610352,10911.589844,11185.589844
213,2020-11-04,32143100,420.98001100000005,423.89999400000005,400.51001,388.040009,11590.780273,11160.570313,10957.610352,10911.589844
214,2020-11-05,28414500,438.089996,420.98001100000005,423.89999400000005,400.51001,11890.929688,11590.780273,11160.570313,10957.610352
215,2020-11-06,21706000,429.950012,438.089996,420.98001100000005,423.89999400000005,11895.230469,11890.929688,11590.780273,11160.570313
216,2020-11-09,34833000,421.26000999999997,429.950012,438.089996,420.98001100000005,11713.780273,11895.230469,11890.929688,11590.780273
217,2020-11-10,30284200,410.359985,421.26000999999997,429.950012,438.089996,11553.860352,11713.780273,11895.230469,11890.929688
218,2020-11-11,17357700,417.130005,410.359985,421.26000999999997,429.950012,11786.429688,11553.860352,11713.780273,11895.230469
219,2020-11-12,19855100,411.76001,417.130005,410.359985,421.26000999999997,11709.589844,11786.429688,11553.860352,11713.780273
220,2020-11-13,19771100,408.5,411.76001,417.130005,410.359985,11829.290039,11709.589844,11786.429688,11553.860352
221,2020-11-16,26838600,408.089996,408.5,411.76001,417.130005,11924.129883,11829.290039,11709.589844,11786.429688
222,2020-11-17,61188300,441.60998499999994,408.089996,408.5,411.76001,11899.339844,11924.129883,11829.290039,11709.589844
223,2020-11-18,78044000,486.64001500000006,441.60998499999994,408.089996,408.5,11801.599609,11899.339844,11924.129883,11829.290039
224,2020-11-19,62475300,499.26998899999995,486.64001500000006,441.60998499999994,408.089996,11904.709961,11801.599609,11899.339844,11924.129883
